sourceName,region,system,side,signal,detail,triangles
Extensor pollicis brevis.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of forearm,1176
Extensor pollicis brevis.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of forearm,1176
Extensor pollicis longus.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of forearm,1602
Extensor pollicis longus.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of forearm,1602
Extensor retinaculum of wrist.l,elbow-wrist,muscular,l,hierarchy,Fascia of upper limb,146
Extensor retinaculum of wrist.r,elbow-wrist,muscular,r,hierarchy,Fascia of upper limb,146
Flexor carpi radialis.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,1666
Flexor carpi radialis.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,1666
Flexor digiti minimi of hand.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,308
Flexor digiti minimi of hand.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,308
Flexor digitorum profundus.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,7110
Flexor digitorum profundus.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,7110
Flexor pollicis longus.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,1666
Flexor pollicis longus.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,1666
Flexor retinaculum of wrist.l,elbow-wrist,muscular,l,hierarchy,Fascia of upper limb,215
Flexor retinaculum of wrist.r,elbow-wrist,muscular,r,hierarchy,Fascia of upper limb,215
Humeral head of extensor carpi ulnaris.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of forearm,830
Humeral head of extensor carpi ulnaris.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of forearm,830
Humeral head of flexor carpi ulnaris.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,3912
Humeral head of flexor carpi ulnaris.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,3912
Humero-ulnar head of flexor digitorum superficialis.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,12798
Humero-ulnar head of flexor digitorum superficialis.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,12798
Lateral head of triceps brachii.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of arm,3628
Lateral head of triceps brachii.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of arm,3628
Lateral intermuscular septum of arm.l,elbow-wrist,muscular,l,override,arm distal to the shoulder,160
Lateral intermuscular septum of arm.r,elbow-wrist,muscular,r,override,arm distal to the shoulder,160
Long head of biceps brachii.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of arm,3218
Long head of biceps brachii.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of arm,3218
Long head of triceps brachii.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of arm,3950
Long head of triceps brachii.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of arm,3950
Lumbrical muscles of hand.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,1368
Lumbrical muscles of hand.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,1368
Medial head of triceps brachii.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of arm,2686
Medial head of triceps brachii.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of arm,2686
Medial intermuscular septum of arm.l,elbow-wrist,muscular,l,override,arm distal to the shoulder,312
Medial intermuscular septum of arm.r,elbow-wrist,muscular,r,override,arm distal to the shoulder,312
Oblique head of adductor pollicis.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,450
Oblique head of adductor pollicis.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,450
Opponens digiti minimi muscle of hand.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,420
Opponens digiti minimi muscle of hand.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,420
Opponens pollicis muscle.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,384
Opponens pollicis muscle.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,384
Palmar aponeurosis.l,elbow-wrist,muscular,l,centroid,z=0.778 |x|=0.281 y=-0.063,1284
Palmar aponeurosis.r,elbow-wrist,muscular,r,centroid,z=0.778 |x|=0.281 y=-0.063,1284
Palmar interossei muscles.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,174
Palmar interossei muscles.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,174
Palmaris longus muscle.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,4374
Palmaris longus muscle.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,4374
Pronator quadratus.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,1020
Pronator quadratus.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,1020
Radial head of flexor digitorum superficialis.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,1276
Radial head of flexor digitorum superficialis.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,1276
Short head of biceps brachii.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of arm,2696
Short head of biceps brachii.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of arm,2696
Subtendinous bursa of triceps brachii muscle.l,elbow-wrist,muscular,l,override,arm distal to the shoulder,352
Subtendinous bursa of triceps brachii muscle.r,elbow-wrist,muscular,r,override,arm distal to the shoulder,352
Superficial head of flexor pollicis brevis.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,276
Superficial head of flexor pollicis brevis.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,276
Superficial head of pronator teres.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,2546
Superficial head of pronator teres.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,2546
Superficial transverse metacarpal ligament.l,elbow-wrist,muscular,l,hierarchy,Fascia of upper limb,64
Superficial transverse metacarpal ligament.r,elbow-wrist,muscular,r,hierarchy,Fascia of upper limb,64
Supinator.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of forearm,2754
Supinator.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of forearm,2754
Synovial sheaths of digits of hand.l,elbow-wrist,muscular,l,centroid,z=0.747 |x|=0.285 y=-0.060,436
Synovial sheaths of digits of hand.r,elbow-wrist,muscular,r,centroid,z=0.747 |x|=0.285 y=-0.060,436
Tendon sheath - abd. pollicis longus - ext. pollicis brevis.l,elbow-wrist,muscular,l,centroid,z=0.860 |x|=0.289 y=-0.013,680
Tendon sheath - abd. pollicis longus - ext. pollicis brevis.r,elbow-wrist,muscular,r,centroid,z=0.860 |x|=0.289 y=-0.013,680
Tendon sheath of extensor digitorum and extensor indicis.l,elbow-wrist,muscular,l,centroid,z=0.856 |x|=0.265 y=-0.004,148
Tendon sheath of extensor digitorum and extensor indicis.r,elbow-wrist,muscular,r,centroid,z=0.856 |x|=0.265 y=-0.004,148
Tendon sheath of extensors carpi radialis.l,elbow-wrist,muscular,l,centroid,z=0.866 |x|=0.281 y=-0.008,146
Tendon sheath of extensors carpi radialis.r,elbow-wrist,muscular,r,centroid,z=0.866 |x|=0.281 y=-0.008,146
Transverse head of adductor pollicis.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,1014
Transverse head of adductor pollicis.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,1014
Ulnar head of extensor carpi ulnaris.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of forearm,582
Ulnar head of extensor carpi ulnaris.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of forearm,582
Ulnar head of flexor carpi ulnaris.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,1466
Ulnar head of flexor carpi ulnaris.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,1466
Capitate bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,472
Capitate bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,472
Distal phalanx of fifth finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,192
Distal phalanx of fifth finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,192
Distal phalanx of first finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,222
Distal phalanx of first finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,222
Distal phalanx of fourth finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,134
Distal phalanx of fourth finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,134
Distal phalanx of second finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,250
Distal phalanx of second finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,250
Distal phalanx of third finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,192
Distal phalanx of third finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,192
Fifth metacarpal bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,512
Fifth metacarpal bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,512
First metacarpal bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,682
First metacarpal bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,682
Fourth metacarpal bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,642
Fourth metacarpal bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,642
Hamate bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,536
Hamate bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,536
Lunate bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,348
Lunate bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,348
Middle phalanx of fifth finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,292
Middle phalanx of fifth finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,292
Middle phalanx of fourth finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,446
Middle phalanx of fourth finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,446
Middle phalanx of second finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,314
Middle phalanx of second finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,314
Middle phalanx of third finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,360
Middle phalanx of third finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,360
Pisiform bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,278
Pisiform bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,278
Proximal phalanx of fifth finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,560
Proximal phalanx of fifth finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,560
Proximal phalanx of first finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,328
Proximal phalanx of first finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,328
Proximal phalanx of fourth finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,368
Proximal phalanx of fourth finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,368
Proximal phalanx of second finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,414
Proximal phalanx of second finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,414
Proximal phalanx of third finger of hand.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,440
Proximal phalanx of third finger of hand.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,440
Radius.l,elbow-wrist,skeletal,l,override,arm distal to the shoulder,784
Radius.r,elbow-wrist,skeletal,r,override,arm distal to the shoulder,784
Scaphoid bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,390
Scaphoid bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,390
Second metacarpal bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,764
Second metacarpal bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,764
Third metacarpal bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,708
Third metacarpal bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,708
Trapezium bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,500
Trapezium bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,500
Trapezoid bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,364
Trapezoid bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,364
Triquetrum bone.l,elbow-wrist,skeletal,l,hierarchy,division:Hand,176
Triquetrum bone.r,elbow-wrist,skeletal,r,hierarchy,division:Hand,176
Ulna.l,elbow-wrist,skeletal,l,override,arm distal to the shoulder,904
Ulna.r,elbow-wrist,skeletal,r,override,arm distal to the shoulder,904
Anterior talocalcaneal ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,8
Anterior talocalcaneal ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,8
Anterior talofibular ligament.l,ankle-foot,articular,l,hierarchy,Ankle joint,2
Anterior talofibular ligament.r,ankle-foot,articular,r,hierarchy,Ankle joint,2
Anterior tibiofibular ligament.l,ankle-foot,articular,l,hierarchy,Tibiofibular syndesmosis,24
Anterior tibiofibular ligament.r,ankle-foot,articular,r,hierarchy,Tibiofibular syndesmosis,24
Articular capsule of interphalangeal joint of great toe.l,ankle-foot,articular,l,hierarchy,Joints of foot,96
Articular capsule of interphalangeal joint of great toe.r,ankle-foot,articular,r,hierarchy,Joints of foot,96
Articular capsules of distal interphalangeal joints of foot.l,ankle-foot,articular,l,hierarchy,Joints of foot,356
Articular capsules of distal interphalangeal joints of foot.r,ankle-foot,articular,r,hierarchy,Joints of foot,356
Articular capsules of metatarsophalangeal joints.l,ankle-foot,articular,l,hierarchy,Joints of foot,438
Articular capsules of metatarsophalangeal joints.r,ankle-foot,articular,r,hierarchy,Joints of foot,438
Articular capsules of proximal interphalangeal joints of foot.l,ankle-foot,articular,l,hierarchy,Joints of foot,366
Articular capsules of proximal interphalangeal joints of foot.r,ankle-foot,articular,r,hierarchy,Joints of foot,366
Calcaneocuboid ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,8
Calcaneocuboid ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,8
Calcaneofibular ligament.l,ankle-foot,articular,l,hierarchy,Ankle joint,2
Calcaneofibular ligament.r,ankle-foot,articular,r,hierarchy,Ankle joint,2
Calcaneonavicular ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,8
Calcaneonavicular ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,8
Collateral interphalangeal ligaments of foot.l,ankle-foot,articular,l,hierarchy,Joints of foot,233
Collateral interphalangeal ligaments of foot.r,ankle-foot,articular,r,hierarchy,Joints of foot,233
Collateral metatarsophalangeal ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,144
Collateral metatarsophalangeal ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,144
Cuneocuboid interosseous ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,20
Cuneocuboid interosseous ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,20
Cuneometatarsal interosseous ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,6
Cuneometatarsal interosseous ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,6
Deep transverse metatarsal ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,10
Deep transverse metatarsal ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,10
Dorsal calcaneocuboid ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,2
Dorsal calcaneocuboid ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,2
Dorsal cuboideonavicular ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,2
Dorsal cuboideonavicular ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,2
Dorsal cuneocuboid ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,2
Dorsal cuneocuboid ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,2
Dorsal cuneonavicular ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,12
Dorsal cuneonavicular ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,12
Dorsal intercuneiform ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,4
Dorsal intercuneiform ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,4
Dorsal metatarsal ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,10
Dorsal metatarsal ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,10
Dorsal tarsometatarsal ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,28
Dorsal tarsometatarsal ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,28
Intercuneiform interosseous ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,4
Intercuneiform interosseous ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,4
Intersesamoid ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,16
Intersesamoid ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,16
Lateral talocalcaneal ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,4
Lateral talocalcaneal ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,4
Long plantar ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,3486
Long plantar ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,3486
Medial talocalcaneal ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,12
Medial talocalcaneal ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,12
Metatarsal interosseous ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,8
Metatarsal interosseous ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,8
Plantar calcaneocuboid ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,12
Plantar calcaneocuboid ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,12
Plantar calcaneonavicular ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,2
Plantar calcaneonavicular ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,2
Plantar cuboideonavicular ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,2
Plantar cuboideonavicular ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,2
Plantar cuneocuboid ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,8
Plantar cuneocuboid ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,8
Plantar cuneonavicular ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,10
Plantar cuneonavicular ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,10
Plantar intercuneiform ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,4
Plantar intercuneiform ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,4
Plantar interphalangeal ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,148
Plantar interphalangeal ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,148
Plantar metatarsal ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,8
Plantar metatarsal ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,8
Plantar metatarsophalangeal ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,80
Plantar metatarsophalangeal ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,80
Plantar tarsometatarsal ligaments.l,ankle-foot,articular,l,hierarchy,Joints of foot,20
Plantar tarsometatarsal ligaments.r,ankle-foot,articular,r,hierarchy,Joints of foot,20
Posterior talocalcaneal ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,6
Posterior talocalcaneal ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,6
Posterior talofibular ligament.l,ankle-foot,articular,l,hierarchy,Ankle joint,2
Posterior talofibular ligament.r,ankle-foot,articular,r,hierarchy,Ankle joint,2
Posterior tibiofibular ligament.l,ankle-foot,articular,l,hierarchy,Tibiofibular syndesmosis,24
Posterior tibiofibular ligament.r,ankle-foot,articular,r,hierarchy,Tibiofibular syndesmosis,24
Posterior tibiotalar ligament.l,ankle-foot,articular,l,hierarchy,Ankle joint,4
Posterior tibiotalar ligament.r,ankle-foot,articular,r,hierarchy,Ankle joint,4
Talocalcaneal interosseous ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,40
Talocalcaneal interosseous ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,40
Talonavicular ligament.l,ankle-foot,articular,l,hierarchy,Joints of foot,12
Talonavicular ligament.r,ankle-foot,articular,r,hierarchy,Joints of foot,12
Tibiocalcaneal ligament.l,ankle-foot,articular,l,hierarchy,Ankle joint,4
Tibiocalcaneal ligament.r,ankle-foot,articular,r,hierarchy,Ankle joint,4
Tibionavicular ligament.l,ankle-foot,articular,l,hierarchy,Ankle joint,20
Tibionavicular ligament.r,ankle-foot,articular,r,hierarchy,Ankle joint,20
Transverse tibiofibular ligament.l,ankle-foot,articular,l,hierarchy,Tibiofibular syndesmosis,8
Transverse tibiofibular ligament.r,ankle-foot,articular,r,hierarchy,Tibiofibular syndesmosis,8
(Opponens digiti minimi muscle of foot).ol,ankle-foot,insertion,l,centroid,z=0.020 |x|=0.123 y=-0.023,38
(Opponens digiti minimi muscle of foot).or,ankle-foot,insertion,r,centroid,z=0.020 |x|=0.123 y=-0.023,38
Abductor digiti minimi of foot.el,ankle-foot,insertion,l,parent,Abductor digiti minimi of foot.l,44
Abductor digiti minimi of foot.er,ankle-foot,insertion,r,parent,Abductor digiti minimi of foot.r,44
Abductor hallucis.el,ankle-foot,insertion,l,parent,Abductor hallucis.l,15
Abductor hallucis.er,ankle-foot,insertion,r,parent,Abductor hallucis.r,15
Abductor hallucis.ol,ankle-foot,insertion,l,parent,Abductor hallucis.l,32
Abductor hallucis.or,ankle-foot,insertion,r,parent,Abductor hallucis.r,32
Extensor digitorum brevis.e1l,ankle-foot,insertion,l,parent,Extensor digitorum brevis.l,23
Extensor digitorum brevis.e1r,ankle-foot,insertion,r,parent,Extensor digitorum brevis.r,23
Extensor digitorum brevis.e2l,ankle-foot,insertion,l,parent,Extensor digitorum brevis.l,18
Extensor digitorum brevis.e2r,ankle-foot,insertion,r,parent,Extensor digitorum brevis.r,18
Extensor digitorum brevis.el,ankle-foot,insertion,l,parent,Extensor digitorum brevis.l,17
Extensor digitorum brevis.er,ankle-foot,insertion,r,parent,Extensor digitorum brevis.r,17
Extensor digitorum longus.e1l,ankle-foot,insertion,l,parent,Extensor digitorum longus.l,14
Extensor digitorum longus.e1r,ankle-foot,insertion,r,parent,Extensor digitorum longus.r,14
Extensor digitorum longus.e2l,ankle-foot,insertion,l,parent,Extensor digitorum longus.l,19
Extensor digitorum longus.e2r,ankle-foot,insertion,r,parent,Extensor digitorum longus.r,19
Extensor digitorum longus.e3l,ankle-foot,insertion,l,parent,Extensor digitorum longus.l,6
Extensor digitorum longus.e3r,ankle-foot,insertion,r,parent,Extensor digitorum longus.r,6
Extensor digitorum longus.e4l,ankle-foot,insertion,l,parent,Extensor digitorum longus.l,13
Extensor digitorum longus.e4r,ankle-foot,insertion,r,parent,Extensor digitorum longus.r,13
Extensor digitorum longus.el,ankle-foot,insertion,l,parent,Extensor digitorum longus.l,15
Extensor digitorum longus.er,ankle-foot,insertion,r,parent,Extensor digitorum longus.r,15
Extensor digitorum longus.o1l,ankle-foot,insertion,l,parent,Extensor digitorum longus.l,237
Extensor digitorum longus.o1r,ankle-foot,insertion,r,parent,Extensor digitorum longus.r,237
Extensor digitorum longus.ol,ankle-foot,insertion,l,parent,Extensor digitorum longus.l,17
Extensor digitorum longus.or,ankle-foot,insertion,r,parent,Extensor digitorum longus.r,17
Extensor hallucis brevis.ol,ankle-foot,insertion,l,parent,Extensor hallucis brevis.l,29
Extensor hallucis brevis.or,ankle-foot,insertion,r,parent,Extensor hallucis brevis.r,29
Extensor hallucis longus.el,ankle-foot,insertion,l,parent,Extensor hallucis longus.l,18
Extensor hallucis longus.er,ankle-foot,insertion,r,parent,Extensor hallucis longus.r,18
Extensor hallucis longus.ol,ankle-foot,insertion,l,parent,Extensor hallucis longus.l,352
Extensor hallucis longus.or,ankle-foot,insertion,r,parent,Extensor hallucis longus.r,352
Fibularis brevis muscle.el,ankle-foot,insertion,l,parent,Fibularis brevis muscle.l,50
Fibularis brevis muscle.er,ankle-foot,insertion,r,parent,Fibularis brevis muscle.r,50
Fibularis brevis muscle.ol,ankle-foot,insertion,l,parent,Fibularis brevis muscle.l,56
Fibularis brevis muscle.or,ankle-foot,insertion,r,parent,Fibularis brevis muscle.r,56
Fibularis longus muscle.ol,ankle-foot,insertion,l,parent,Fibularis longus muscle.l,98
Fibularis longus muscle.or,ankle-foot,insertion,r,parent,Fibularis longus muscle.r,98
Fibularis tertius muscle.el,ankle-foot,insertion,l,parent,Fibularis tertius muscle.l,24
Fibularis tertius muscle.er,ankle-foot,insertion,r,parent,Fibularis tertius muscle.r,24
Fibularis tertius muscle.ol,ankle-foot,insertion,l,parent,Fibularis tertius muscle.l,8
Fibularis tertius muscle.or,ankle-foot,insertion,r,parent,Fibularis tertius muscle.r,8
Flexor digiti minimi of foot.el,ankle-foot,insertion,l,parent,Flexor digiti minimi of foot.l,29
Flexor digiti minimi of foot.er,ankle-foot,insertion,r,parent,Flexor digiti minimi of foot.r,29
Flexor digitorum brevis.e1l,ankle-foot,insertion,l,parent,Flexor digitorum brevis.l,58
Flexor digitorum brevis.e1r,ankle-foot,insertion,r,parent,Flexor digitorum brevis.r,58
Flexor digitorum brevis.e2l,ankle-foot,insertion,l,parent,Flexor digitorum brevis.l,25
Flexor digitorum brevis.e2r,ankle-foot,insertion,r,parent,Flexor digitorum brevis.r,25
Flexor digitorum brevis.el,ankle-foot,insertion,l,parent,Flexor digitorum brevis.l,39
Flexor digitorum brevis.er,ankle-foot,insertion,r,parent,Flexor digitorum brevis.r,39
Flexor digitorum brevis.ol,ankle-foot,insertion,l,parent,Flexor digitorum brevis.l,47
Flexor digitorum brevis.or,ankle-foot,insertion,r,parent,Flexor digitorum brevis.r,47
Flexor digitorum longus.e1l,ankle-foot,insertion,l,parent,Flexor digitorum longus.l,20
Flexor digitorum longus.e1r,ankle-foot,insertion,r,parent,Flexor digitorum longus.r,20
Flexor digitorum longus.e2l,ankle-foot,insertion,l,parent,Flexor digitorum longus.l,10
Flexor digitorum longus.e2r,ankle-foot,insertion,r,parent,Flexor digitorum longus.r,10
Flexor digitorum longus.e3l,ankle-foot,insertion,l,parent,Flexor digitorum longus.l,17
Flexor digitorum longus.e3r,ankle-foot,insertion,r,parent,Flexor digitorum longus.r,17
Flexor digitorum longus.el,ankle-foot,insertion,l,parent,Flexor digitorum longus.l,18
Flexor digitorum longus.er,ankle-foot,insertion,r,parent,Flexor digitorum longus.r,18
Flexor digitorum longus.ol,ankle-foot,insertion,l,parent,Flexor digitorum longus.l,25
Flexor digitorum longus.or,ankle-foot,insertion,r,parent,Flexor digitorum longus.r,25
Flexor hallucis longus.el,ankle-foot,insertion,l,parent,Flexor hallucis longus.l,17
Flexor hallucis longus.er,ankle-foot,insertion,r,parent,Flexor hallucis longus.r,17
Flexor hallucis longus.ol,ankle-foot,insertion,l,parent,Flexor hallucis longus.l,266
Flexor hallucis longus.or,ankle-foot,insertion,r,parent,Flexor hallucis longus.r,266
Lateral head of flexor hallucis brevis.el,ankle-foot,insertion,l,parent,Lateral head of flexor hallucis brevis.l,15
Lateral head of flexor hallucis brevis.er,ankle-foot,insertion,r,parent,Lateral head of flexor hallucis brevis.r,15
Lateral head of flexor hallucis brevis.o1l,ankle-foot,insertion,l,parent,Lateral head of flexor hallucis brevis.l,21
